tic_name            period       e_period     first_eclipse
tic00167246108     4.685330     0.000005    3327.860472
tic00174757717     8.646079   999.000000    3818.328437
tic00175294601    11.999738   999.000000    3363.849326
tic00177236393     2.362186     0.000004    3326.092054
tic00178858648     4.468482     0.007684    3440.486693
tic00180444443     2.497101     0.000119    3355.178739
tic00181043970     0.870925     0.000024    3325.821540
tic00181052118     0.870929     0.000025    3325.821456
tic00183306014     3.084854     0.000005    3328.444501
tic00193545440     0.628594     0.000005    3684.633977
tic00193545446     0.628594     0.000005    3684.633977
tic00197600964     0.686961     0.000019    3326.127620
tic00197687686     4.473147     0.000303    3336.803453
tic00197695641     1.705943     0.000062    3326.965772
tic00197734660     2.952771     0.000178    3327.039248
tic00197790132     1.181759     0.000030    3355.231074
tic00197809339     2.201672     0.000028    3354.385194
tic00197810470    13.680769     0.002644    3363.363380
tic00197931848     5.111547     0.000430    3359.391478
tic00198011271     1.933523     0.000006    3389.667589
tic00198052116     1.486562     0.000021    3386.732940
tic00198211503    19.436793     0.039315    3691.114465
tic00198237751     8.629612     0.000051    3691.043404
tic00198358825    70.478852   999.000000    3753.572483
tic00199574208     1.268392     0.000003    3712.653424
tic00199574211     1.268393     0.000003    3712.653418
tic00201249836     2.040768     0.000135    3326.155388
tic00201924791    13.560567     0.296405    3358.388141
tic00204491943    18.458375   999.000000    3331.766529
tic00204497617     1.589214     0.000211    3325.942201
tic00204544746     1.995955     0.000144    3326.903948
tic00206462116     2.967725     0.000161    3327.967964
tic00206508541     0.774149     0.000127    3326.253538
tic00206536257     6.342802     0.162266    3325.766274
tic00206594744     1.225387     0.000036    3326.067377
tic00207080350     9.086721     0.215500    3329.891336
tic00207132668     7.302257     0.000702    3375.717217
tic00207135759    37.547945     0.207582    3354.637971
tic00207137124     0.994989     0.000258    3386.752142
tic00207145169     7.258852     0.000027    3356.649987
tic00207441421    14.076539     0.000552    3716.489085
tic00214367709     1.324205     0.000035    3326.185510
tic00214913613     0.844108     0.000024    3325.575490
tic00219095442    34.284780     0.049092    3684.614684
tic00219222201     1.191563     0.000081    3386.720782
tic00219224399     1.992926     0.000021    3387.699139
tic00219308281     2.857517     0.000119    3328.247674
tic00219338647     1.265894     0.000059    3325.864929
tic00219338650     1.265882     0.000056    3325.866893
tic00219338651     1.265889     0.000059    3325.864913
tic00219421171    16.520536     0.202597    3445.533558
tic00219813034    23.773911     0.175702    3690.761034
tic00219815918    24.671195     0.073065    3695.740385
tic00219875130    23.166365     0.000358    3713.885361
tic00219984351     1.238235     0.000027    3354.374910
tic00219986675    15.031786     0.004568    3360.540792
tic00219987060    12.280211     0.170324    3359.368075
tic00219988489    12.312007     0.001144    3365.414896
tic00220015846    14.750555     0.191048    3364.826452
tic00220404905     0.806959     0.000001    3326.001753
tic00220412510     4.576506     0.000009    3354.802373
tic00220491218     1.311122     0.000063    3325.619726
tic00220514552    12.729951     0.000362    3325.884414
tic00220538296     5.850914     0.000108    3328.261257
tic00220557270     9.718656     0.043506    3329.074958
tic00220576033     2.482517     0.000060    3325.915643
tic00224224413     5.705007     0.005013    3359.347794
tic00228569868    16.279038     0.320303    3355.912173
tic00229060126     1.340973     0.000112    3326.394497
tic00229060127     1.340971     0.000025    3326.394831
tic00229060132     1.340841     0.000092    3326.396394
tic00229146166     3.990425     0.000210    3356.675313
tic00229153772    13.701626     0.125209    3354.638871
tic00229478424    30.395565     0.047655    3692.428253
tic00229481183     4.344531     0.000013    3685.237466
tic00229689154    16.423182     0.000117    3687.530489
tic00229790769    36.653710     0.091554    3683.760851
tic00229979731    12.480233     0.000247    3700.336516
tic00230063769     8.260946     0.000574    3690.583111
tic00230065962    16.222022   999.307722    3758.050923
tic00230086768    34.870932     0.068367    3727.259910
tic00230396307    27.892602   999.141646    3689.886579
tic00230478637     0.667653     0.000008    3684.440501
tic00231053516    15.028760     0.007984    3360.538560
tic00231269538     2.632933     0.000985    3327.977068
tic00231634813     8.896040     0.132512    3325.723990
tic00231634816     8.896040     0.132512    3325.723990
tic00231696917     4.392650     0.000853    3326.894445
tic00231712175    15.916704   999.000000    3333.806468
tic00231814921     3.972547     0.000336    3441.724509
tic00231833061    26.010693     0.442322    3333.617543
tic00231864764    15.699010     0.101453    3330.639092
tic00232087433    20.657205     0.260103    3346.033871
tic00232967440    14.122849     0.001799    3688.726367
tic00233390838     6.447524     0.000165    3685.818338
tic00233500307    36.001770     0.330241    3690.876842
tic00233502751    30.301936     0.083023    3689.280650
tic00233528626    24.574715     0.000445    3698.968033
tic00233569141    32.761086     0.254712    3692.427880
tic00233606058    21.738206     0.000440    3691.308805
tic00233683380    43.036646     0.069876    3698.323498
tic00234285129     1.040299     0.000058    3326.129968
tic00234285429     1.040305     0.000068    3326.131262
tic00234288940    11.428749     0.250244    3327.306447
tic00234294163     1.700579     0.017036    3342.974813
tic00234294478     5.214879     0.000115    3329.550792
tic00234333401     0.747016     0.000069    3325.515731
tic00234347951    23.283754     0.107500    3331.387798
tic00234491933     5.593931     0.000071    3328.574883
tic00234492602    32.339352     0.237839    3326.513824
tic00234500161    15.768834     0.133777    3330.805592
tic00234505590     8.645833     0.197412    3331.996839
tic00234505865    12.643458     0.000825    3335.262069
tic00235005703     0.977793     0.000028    3326.480807
tic00235009222     9.151875     0.201780    3327.993654
tic00236046394     2.996004     0.000606    3711.752083
tic00236771723    26.314543     0.096080    3702.073085
tic00237115356   125.540451   999.000000    3707.573823
tic00237200747    14.200339   999.104225    3687.062061
tic00237214300    27.319525     0.106616    3694.427152
tic00237280189    17.292520     0.070891    3740.198954
tic00237332596     2.928360     0.000623    3327.590137
tic00237332597     2.928360     0.000621    3327.590158
tic00237332598     2.928428     0.000669    3327.589462
tic00237905903     5.314077     0.000126    3326.334129
tic00237929195     0.869764     0.000003    3326.252533
tic00238173456    19.541533   999.000000    3328.868097
tic00238816484     1.604731     0.000133    3325.726826
tic00238832400     2.633722     0.000139    3326.396458
tic00238832404     2.633535     0.000190    3326.396185
tic00238832575    14.765009     0.000080    3330.490004
tic00238832738    14.764858     0.000187    3330.497131
tic00238868488    16.874768   999.000000    3332.868551
tic00238870367     4.243763     0.000005    3331.552586
tic00243355457    69.858668   999.110599    3687.324356
tic00250196734     7.703766     0.000128    3439.872558
tic00252294709    15.708403   999.000000    3818.223859
tic00253912623     1.726664     0.000557    3326.449925
tic00253925335    12.560198     0.432678    3331.599548
tic00256555860    15.522251     0.000044    3689.754934
tic00257691369    56.959449     0.079631    3394.053530
tic00258393574    27.938035     0.263674    3700.657648
tic00258799245    30.129518     0.644026    3688.717367
tic00259270495    78.660489   999.374620    3692.948413
tic00259318767     1.252969     0.000021    3386.647546
tic00259373684    43.375157   999.000000    3403.158552
tic00259376624     6.932050     0.000068    3392.509864
tic00259671983     1.873752     0.000142    3712.862445
tic00259719568     1.905459     0.000364    3326.524690
tic00259902775     1.147047     0.000023    3327.518397
tic00260474149     5.884415     0.000011    3325.757427
tic00260639067    15.286249     0.000196    3336.313979
tic00260822613     2.273674     0.001748    3325.780138
tic00261135985     4.219779     0.000028    3326.374917
tic00261335113     8.130586     0.000014    3346.527073
tic00261525123     1.296592     0.000051    3325.525893
tic00261526045    16.686820     0.017841    3333.160251
tic00261677822     1.523795     0.000044    3326.954073
tic00262611082     2.973807     0.000131    3326.321356
tic00262926994     0.831202     0.000005    3325.766342
tic00263015389     4.392012     0.000008    3329.018482
tic00263079354     3.116539     0.000008    3326.306225
tic00263079669     2.509082     0.000008    3327.685127
tic00263930790     0.562358     0.000012    3684.528300
tic00265592269     2.614230     0.000218    3327.673803
tic00265613590     4.819448     0.006033    3328.165601
tic00266220739     9.816695     0.249053    3819.369969
tic00266540667     3.692695     0.003211    3327.026362
tic00266639487     5.388313     0.000088    3329.359896
tic00267000838     2.182149     0.000200    3327.426495
tic00267082186     3.072130     0.000296    3326.824147
tic00267094870     6.941665     0.000027    3328.476387
tic00267549275    15.224507     0.016122    3332.284364
tic00269126567    13.674350     0.055701    3691.791062
tic00270034977     0.871278     0.000082    3325.723013
tic00270034984     0.871189     0.000056    3325.721583
tic00270222069    20.062630   999.000000    3330.641463
tic00270244648     2.783603     0.000013    3326.726580
tic00270275406     5.260586     0.000023    3328.999687
tic00270339934     0.516383     0.000060    3326.253848
tic00270341484     7.470924     0.002073    3332.383481
tic00270341486     7.470924     0.000394    3332.411883
tic00270535918     1.343898     0.000089    3328.037675
tic00270582604     2.796382     0.000175    3327.929716
tic00270616815     3.044709     0.000069    3686.132372
tic00271040947    26.783025   999.225936    3688.492342
tic00271773721    21.414452     0.153463    3689.742398
tic00272369124    27.555770     0.358752    3693.825888
tic00272650576    16.257329     0.000402    3691.761563
tic00272781471     7.045281     0.094165    3702.217958
tic00272781956     1.650422     0.000008    3684.791155
tic00273376048    50.541564   999.000000    3685.908873
tic00273550444     3.528175     0.000243    3326.130875
tic00273572449     5.327967     0.000165    3332.047726
tic00273695181     8.232067     0.000050    3326.123080
tic00273787849     2.141997     0.000502    3327.451484
tic00273827125    10.619452     0.000648    3329.723946
tic00274129522     8.209526     0.000117    3685.972727
tic00274347939     4.853115     0.000233    3692.853354
tic00276914715     1.052084     0.000013    3712.222168
tic00277649549    14.425178     0.181448    3326.473550
tic00277717122     4.292928     0.001017    3325.522010
tic00277771645     2.184195     0.000363    3325.700970
tic00277772547    16.874768   999.000000    3332.868551
tic00277772548    16.874768   999.000000    3332.868551
tic00277773582     1.317681     0.000043    3326.306639
tic00277773589     1.317725     0.000028    3326.304973
tic00278703629     1.673713     0.000039    3327.001438
tic00278706358     6.898995     0.150985    3327.911809
tic00278773568     4.516505     0.000367    3328.287255
tic00278776988     1.826587     0.000003    3326.038038
tic00279202406     4.875376     0.306351    3819.076614
tic00279314488     0.916291     0.000093    3328.248767
tic00279320871     1.329837     0.000004    3355.241320
tic00279454212    11.749710   999.000000    3446.515566
tic00279510395     1.129020     0.000001    3354.845953
tic00279537689    11.562365   999.000000    3441.057392
tic00280801199     2.548122     0.001108    3327.373824
tic00281740313    10.251913     0.002891    3333.031515
tic00286540171     1.102393     0.000039    3544.126615
tic00288471108     3.132536     0.000046    3685.689086
tic00288507910    16.695542     0.000064    3689.933702
tic00288525509   134.502079   999.000000    3686.030699
tic00289269126    20.103914   999.000000    3819.388705
tic00290495365     0.961747     0.000112    3326.350167
tic00290495367     0.961836     0.000037    3326.351489
tic00293271277     9.146384     0.000017    3358.032746
tic00293480837     0.407460     0.000001    3328.402075
tic00293484138     1.039579     0.000018    3325.894401
tic00293508028     3.243053     0.001171    3327.198993
tic00293525651     1.359711     0.000207    3325.897207
tic00297899564     7.937066     0.193874    3820.430407
tic00299219025    19.395698   999.000000    3698.054450
tic00300605401     0.406645     0.000000    3328.649062
tic00302337981    11.645784   999.000000    3331.391694
tic00302374265     7.330437     0.142957    3326.704097
tic00302751961     3.619696     0.000101    3328.487073
tic00302965294     7.196676     0.000115    3330.797179
tic00303315935     3.297382     0.000038    3355.466161
tic00304033253    10.854088   999.006561    3331.667605
tic00304054807     6.896883     0.000049    3345.859448
tic00305795362    16.562608   999.000000    3740.887546
tic00306723230     2.524831     0.000293    3627.656096
tic00307087198     1.025415     0.000001    3325.739698
tic00309720946     2.303595     0.000027    3712.303838
tic00311236477     6.265091     0.000270    3756.132549
tic00314887867     0.919058     0.000065    3325.998704
tic00318566745    18.726987   999.019748    3332.285249
tic00318567064    10.791201     0.000096    3329.711000
tic00322845246     3.602891     0.000046    3712.785897
tic00323443185     1.497201     0.000012    3629.599397
tic00323619600     6.249796     0.000615    3604.083325
tic00325338582     1.470095     0.000037    3325.630443
tic00326525345    14.185332     0.218893    3360.620688
tic00326525347    14.185332     0.218893    3360.620688
tic00327939046     1.441453     0.000062    3326.787871
tic00333642126     9.567657     0.309648    3442.057931
tic00333868181    15.615709     0.000139    3746.925996
tic00335265326     3.800995     0.005638    3740.350244
tic00336405638    14.666457   999.000000    3688.367664
tic00336823975    13.905271     0.319492    3742.179763
tic00345170707     4.057025     0.001640    3656.524567
tic00348717577    17.821073     0.000795    3330.757817
tic00348761152     2.528010   999.000826    3331.734316
tic00349571650     1.595566     0.000007    3325.788838
tic00350481974     0.687050     0.000001    3325.730144
tic00350823206     0.683339     0.000000    3325.655185
tic00350932338     1.926082     0.000005    3327.414086
tic00355368511     2.149677     0.000085    3326.828518
tic00355446601     1.726343     0.000077    3327.004150
tic00357158119     2.908448     0.001224    3602.042526
tic00357979050     2.346624     0.000018    3713.247525
tic00358251337    30.553103     0.274249    3363.929124
tic00358290836     4.392057     0.000144    3369.829639
tic00358501560     7.424334     0.000241    3334.835567
tic00358510286     1.075094     0.000195    3327.531119
tic00358543427     8.335992     0.000080    3329.763302
tic00360020356    34.673345     0.085694    3684.906624
tic00362104293    28.924163     0.053142    3687.593969
tic00364395234     2.751376     0.000113    3387.188070
tic00364628248     1.919329     0.000112    3712.800894
tic00367106469     1.422759     0.000074    3817.142417
tic00369712670     0.974047     0.000008    3626.177395
tic00374015350     8.419024     0.000024    3606.100814
tic00376595143     6.652426     0.128262    3818.805773
tic00377192658     1.817245     0.000005    3684.652031
tic00377192659     1.817246     0.000004    3684.651597
tic00380436899     0.674791     0.000003    3354.867157
tic00381009148     8.434400     0.004357    3694.449071
tic00381857807     0.702352     0.000047    3326.047451
tic00381857817     0.702270     0.000056    3326.047405
tic00382269132     0.582234     0.000000    3325.992020
tic00382574960     1.884586     0.000009    3325.876166
tic00382625844     0.406271     0.000002    3328.128856
tic00384818612     3.087985     0.000188    3627.001434
tic00389086251     0.871176     0.000114    3326.179156
tic00389476160     1.628593     0.000162    3325.778970
tic00389527961     2.400256     0.000141    3326.513328
tic00389528590     1.410605     0.000446    3326.572354
tic00389657759     3.599300     0.001634    3325.659699
tic00389659039     0.832880     0.000030    3325.671544
tic00389729356     5.581603     0.000124    3327.117149
tic00390021729    29.892434     0.001776    3684.574429
tic00392026188    16.036307     0.000081    3336.907792
tic00393948907     1.821853     0.000171    3327.321482
tic00394124805     1.227820     0.000027    3326.294933
tic00394129213    15.617919     0.000101    3686.360132
tic00394228703     8.234046     0.000088    3601.725642
tic00394230860    28.947305     0.025793    3326.804206
tic00394234879     6.325993     0.000279    3604.738431
tic00394494335     2.832835     0.000637    3328.143346
tic00394517162     0.593436     0.000010    3325.667607
tic00394585218     3.858857     0.131617    3327.097972
tic00394632091     1.352200     0.000102    3326.637457
tic00395770231    14.874063     0.268592    3820.534840
tic00396237335    11.603355     0.315136    3817.264126
tic00396655059     7.977326     0.000348    3626.932968
tic00398850090    13.146087     0.130465    3572.888164
tic00403153647     5.338293     0.000243    3326.837854
tic00403287749     1.317375     0.000087    3326.208701
tic00404806381     0.851624     0.000015    3354.490543
tic00405412503     1.087494     0.000004    3326.585521
tic00406274417     0.627054     0.000039    3325.861718
tic00406276109     7.499992     0.144209    3326.952536
tic00406730534     4.341141     0.000501    3625.638367
tic00407167898    51.937081   999.000000    3628.430529
tic00407215973     9.722227     0.253379    3628.430621
tic00407584737     5.650566     0.000023    3329.856595
tic00407661994    12.555785     0.000049    3446.716386
tic00409738150     1.268983     0.000071    3493.210456
tic00410252684     3.778871     0.000004    3326.281882
tic00410422824     2.040425     0.000098    3326.818569
tic00415615620     0.616277     0.000006    3325.861518
tic00417517542    15.916740   999.000000    3742.783387
tic00418796925     0.685388     0.000035    3625.413705
tic00419635889     5.273529     0.007904    3327.138659
tic00419667516     1.345073     0.000055    3326.727944
tic00421334320    17.805990     0.000077    3686.204651
tic00425223388     3.621338     0.005867    3495.389361
tic00425675208     6.789527     0.092060    3656.161834
tic00425865607     1.240845     0.000095    3326.464051
tic00425953616    13.782866     0.005927    3333.569736
tic00426015861     3.296067     0.000032    3328.682133
tic00426803687     0.737469     0.000008    3684.449520
tic00431481681     5.954709     0.000006    3359.674643
tic00434664688    16.874957   999.000000    3605.306023
tic00439393047     0.597530     0.000059    3325.745703
tic00441021825     1.618032     0.000059    3327.101232
tic00441041386     0.748732     0.000017    3325.973589
tic00441080077     1.359062     0.000077    3326.748788
tic00441085223     1.167865     0.000042    3325.746246
tic00441191301     0.472863     0.000045    3325.748671
tic00441201259     2.494226     0.000675    3334.700347
tic00441201261     2.494035     0.001013    3334.700769
tic00441406061     1.508742     0.015355    3325.641649
tic00441464221    11.500041   999.000000    3361.620713
tic00441718363    11.094257     0.000062    3694.055238
tic00453785266     5.443475     0.021988    3600.688575
tic00458479571    36.300003     0.375637    3689.718168
tic00459894730    12.083376   999.000000    3827.409134
tic00468671557    10.687341   999.000000    3822.409556
tic00469870469     0.732323     0.000080    3325.505351
tic00470124714     5.519457     0.000169    3818.043209
tic00737425238     2.234123     0.000683    3354.364668
tic00764701921    23.886316     0.008895    3387.427257
tic00765289454     1.218390     0.000022    3355.427256
tic00025063383    43.459267     0.000154    3327.397982
tic00041256381    25.388297   999.213349    3336.469956
tic00167208380    54.881651     0.061086    3332.719272
tic00177257923    46.562200   999.001321    3334.178154
tic00260078671    43.296615   999.000235    3357.244362
tic00317250623    19.603900     0.237153    3609.304100
tic00319432577    12.616167     0.000987    3443.279305
tic00323620288     6.492388     0.000074    3600.868909
tic00323815440    10.503496     0.000162    3603.698653
tic00349643885    26.678653     0.000025    3328.976866
tic00358111274    14.603479   999.014222    3326.407801
tic00358182319    12.476393     0.000090    3374.118900
tic00369711521    30.281083     0.102037    3605.804059
tic00425059939     6.200524     0.000214    3336.309283
tic00733819586    27.608848   999.269075    3350.788608
tic00055383975    48.015213   999.083665    3462.886306
tic00089403732     1.533482     0.000095    3545.787858
tic00118079198     3.112051     0.000098    3547.218219
tic00118079203     3.112181     0.000088    3547.220130
tic00118550012     4.155953     0.001203    3547.402723
tic00141436324    18.004984     0.049365    3360.115415
tic00149934680    27.763037     0.242706    3350.789264
tic00150167117    12.510760     0.013885    3344.877731
tic00219168394     1.291862     0.000005    3438.383152
tic00219181266     1.688756     0.000024    3439.656782
tic00219401442    13.687200     0.010620    3455.866659
tic00220439043    13.594100     0.022511    3569.843400
tic00229810745     0.497505     0.000017    3326.941973
tic00231803612     1.494832     0.000018    3439.037807
tic00238090294    14.479380     0.111038    3365.488936
tic00238090437    14.491536     0.004914    3365.446910
tic00238871680    29.978800     0.076928    3343.137848
tic00238915050     3.703689     0.000095    3441.293399
tic00261106905    26.145330     0.083824    3326.533311
tic00261137705     3.636079     0.000002    3329.031965
tic00261137825     1.490778     0.000064    3626.747221
tic00264772615     3.525788     0.000030    3493.868980
tic00264925097     3.600833     0.000085    3493.202882
tic00267094867     3.470839     0.000081    3328.478489
tic00267331243     4.503959     0.000015    3493.513026
tic00267332554     4.504397     0.000041    3495.838772
tic00267332556     4.504387     0.000109    3495.835261
tic00267333490     4.325525     0.000061    3495.895480
tic00267600031     5.566423     0.000125    3493.238608
tic00267600047     5.566633     0.000034    3493.237628
tic00267762598     2.364831     0.000030    3493.904712
tic00267762600     2.364842     0.000019    3493.902629
tic00267829730    34.854056   999.000000    3514.679439
tic00268123769     5.062925     0.000026    3496.837670
tic00268290940    18.625230     0.083591    3495.804288
tic00268505155    46.437402   999.000000    3513.012658
tic00268590503    16.485986     0.002990    3496.490191
tic00268644785     6.656673     0.002148    3497.473602
tic00268963042     0.974507     0.000035    3492.355600
tic00149160356     1.145835     0.000049    3326.617900
tic00177077475    26.000000     0.069543    3359.427443
tic00238871375     0.527534     0.000010    3354.787392
tic00268963050     0.957757   999.000278    3493.331990
tic00268963986     2.447791     0.000211    3493.047870
tic00268965437    11.933061     0.000122    3497.719595
tic00268965440    11.932505     0.000172    3497.719445
tic00269171857    10.304493     0.000049    3496.273539
tic00269171890    10.304192     0.000073    3496.275191
tic00269171901    10.304192     0.000073    3496.275191
tic00280052690     2.850405     0.000100    3325.596237
tic00302043792     8.786730     0.000207    3575.918718
tic00302133881     1.408097     0.000019    3544.524215
tic00302133886     1.408834     0.000348    3544.522981
tic00302217676    13.503575     0.003678    3549.655070
tic00302279291    23.236100     0.369678    3552.116376
tic00302279304    23.236100     0.369726    3552.116375
tic00302522509     5.205759     0.000129    3547.548600
tic00303358899    22.875145   999.000000    3566.262662
tic00303603440    18.740372     0.094726    3569.762416
tic00303606262    38.722679     0.390208    3548.741374
tic00304024186     4.628685     0.000764    3547.927158
tic00304030311     6.294211     0.000097    3572.163632
tic00304030313     6.294170     0.000087    3572.163632
tic00307367719    17.021913     0.000456    3356.527565
tic00307924942    10.408700     0.003967    3554.109744
tic00308991833     8.224328     0.000043    3328.176415
tic00309061668    23.245385     0.027096    3334.572445
tic00309291896     8.378017     0.001399    3545.871392
tic00309293992     0.833460     0.000014    3544.712032
tic00309926850     1.056672     0.000004    3544.596092
tic00309930761     1.652568     0.000008    3546.223587
tic00310209159     1.273880     0.000009    3545.734743
tic00310385668     1.598566     0.000048    3545.580082
tic00314867165    16.744351     0.000051    3356.671317
tic00314867169    16.744426     0.000204    3356.670486
tic00319290696     2.569317     0.000035    3327.860494
tic00319290741    18.238162     0.051775    3326.956976
tic00319559417     2.455776     0.000007    3355.064018
tic00323007878     4.703141     0.000177    3604.702756
tic00323135454     0.937549     0.000004    3600.454542
tic00323239832     0.644370     0.000012    3601.407532
tic00323292667     0.834970     0.000010    3601.910266
tic00323727556     4.007004     0.000443    3601.552355
tic00323838247    15.729609     0.201323    3607.491769
tic00340061937     7.861206     0.000394    3498.074258
tic00340141530    52.019913     0.319493    3496.845732
tic00340179755   112.684887   999.000000    3566.616372
tic00340698501     0.769932     0.000006    3492.186363
tic00341192164     0.791604     0.000341    3491.997334
tic00341267316     8.279849     0.000012    3492.066941
tic00341269787     1.662997     0.000026    3492.806288
tic00341420329    15.704284     0.002712    3499.659611
tic00341547269     5.028900     0.000075    3493.554866
tic00341547276     5.035253     0.011347    3493.554573
tic00341548296     5.577116     0.000047    3496.377695
tic00341549737     2.201391     0.000082    3492.296468
tic00341728763     4.931519     0.000070    3494.278630
tic00341729521     8.413928     0.000090    3498.135377
tic00342202296     1.995062     0.000005    3545.604857
tic00342314032     2.392506     0.000113    3545.299147
tic00342509823     3.409553     0.000288    3544.322847
tic00342672149     7.046157     0.000044    3549.651028
tic00343020552     7.435481     0.000406    3547.494413
tic00344027874     5.911552     0.008328    3492.083981
tic00348762908     2.044194     0.000002    3325.608111
tic00355408832     5.022016     0.000018    3493.537638
tic00355531837     3.152610     0.000118    3546.422788
tic00355627272     1.568827     0.000121    3545.441458
tic00355799596     4.121152     0.000019    3545.553190
tic00357028374     1.091000     0.000030    3544.821149
tic00357298755     6.076806     0.000053    3549.790813
tic00357299790     2.424629     0.000005    3545.770493
tic00357299793     2.424627     0.000009    3545.769914
tic00357534991     0.630969     0.000012    3544.131737
tic00359061700     2.385339     0.000012    3545.218679
tic00364301354    13.772674     0.000156    3493.491765
tic00370440605     2.238924     0.010731    3614.147815
tic00370702825    12.497396     0.000116    3580.899536
tic00370749503     2.477686     0.000034    3572.050102
tic00380038262     2.505638     0.000026    3493.997623
tic00425059927     6.200890     0.000544    3336.309283
tic00453095440    69.221636     0.000936    3371.415476
tic00684955997    14.582391     0.012831    3355.636744
tic00734514093     0.645663   999.000018    3325.951048
tic00764701920    23.895758     0.000134    3363.529028
tic00000737546     3.067890     0.000081    3441.202835
tic00007423807     2.978563     0.000359    3438.455907
tic00007423812     2.978872     0.000604    3438.455910
tic00007695666     2.874938   999.000000    3446.805359
tic00009381557    11.890361     0.022998    3446.307599
tic00024695044     8.329144     0.000142    3331.496651
tic00025195864     0.743597     0.000001    3325.957343
tic00025154651    14.354426   999.000000    3626.635623
tic00030267858     1.250000     0.009803    3625.385931
tic00030312854     1.579266     0.000280    3355.975054
tic00031672004     3.157718     0.002697    3355.694540
tic00031672006     3.161283     0.002600    3355.653039
tic00038467924   255.122869   999.000000    3363.532976
tic00044890224    10.400691     0.157035    3438.785951
tic00045298404    12.041661   999.000000    3550.200298
tic00045637974     5.297467     0.000358    3545.741307
tic00046103532     2.990280     0.000499    3544.426266
tic00046103540     2.990656     0.000274    3544.418337
tic00055241739     2.500000     0.085404    3361.636488
tic00055451482     5.000138     0.006340    3626.399190
tic00055759140    13.359926     0.063531    3658.364945
tic00078817217    17.725386     0.125745    3494.181840
tic00089458732     7.020000     0.227030    3569.762782
tic00089625019     4.314576     0.000144    3546.466773
tic00115693377     4.927927     0.000260    3356.644329
tic00118549999     4.155721     0.001235    3547.404359
tic00121568625     8.426474     0.200814    3439.035985
tic00141606986     0.343740     0.000034    3438.593825
tic00141680417    18.916921   999.000000    3569.823536
tic00149160359     1.166927     0.000141    3356.922898
tic00149444650     7.937000   999.000000    3499.094434
tic00149446071     2.500000     0.079030    3356.636135
tic00153742549     6.070561     0.000084    3442.259919
tic00156758188     2.097389     0.000096    3493.345440
tic00167046012     6.485629     0.000399    3359.751438
tic00167891564     9.291000   999.000000    3355.718522
tic00170749770     5.318947     0.011533    3438.966067
tic00179573546   230.646564   999.000000    3445.198219
tic00198078326     2.039426     0.000113    3439.493215
tic00219168724    10.833150   999.000000    3502.366739
tic00219170670     3.304457     0.000422    3600.510749
tic00219177722     2.429642     0.000084    3440.373477
tic00219178975     0.559438     0.000003    3438.747249
tic00219202313     0.437899     0.000014    3438.392683
tic00219346938     4.027309     0.001787    3439.031413
tic00219388304     3.827496     0.000090    3441.378653
tic00219413512     0.578326     0.000005    3438.720957
tic00219421178     8.291600   999.000000    3445.533560
tic00220409630    20.395580   999.000000    3441.054176
tic00220409926    13.291372   999.000000    3545.156027
tic00220413330    13.291373   999.000000    3545.135247
tic00220420532     1.836198     0.000117    3355.294342
tic00220423668     3.632110     0.017829    3439.472947
tic00220568520    18.520930   999.000000    3356.304416
tic00231736222     2.024135     0.000221    3438.658931
tic00234305091     7.479000   999.000000    3360.325438
tic00235051152     2.020510     0.000130    3439.611067
tic00235059378     4.074170     0.000040    3439.108011
tic00237932101     1.280965     0.000159    3354.930149
tic00237932102     1.280737     0.000040    3354.930618
tic00237943051     4.105422     0.000171    3492.390884
tic00237943661     8.736593     0.195641    3496.096013
tic00237956925    14.708000   999.000000    3625.364225
tic00237970500    14.937200   999.000000    3631.093294
tic00237977263    14.437806   999.000000    3364.822323
tic00238018359    14.437787   999.000000    3364.947301
tic00238018642    14.479483   999.000000    3364.822284
tic00238022572     1.566956     0.000105    3492.947665
tic00238026355    14.479417   999.000000    3364.905654
tic00238026544    14.437785   999.000000    3364.988983
tic00238036320    14.416912   999.000000    3365.030640
tic00238036327    14.437786   999.000000    3364.988952
tic00238038144    14.458597   999.000000    3364.968134
tic00238038170    14.562786   999.000000    3364.822260
tic00238038853     6.033157     0.000294    3496.046025
tic00238058003    14.479409   999.000000    3364.905627
tic00238058019    14.458596   999.000000    3364.988943
tic00238059489    14.479462   999.000000    3365.134763
tic00238060227     4.047269     0.000916    3494.180693
tic00238061491     7.708300   999.000000    3495.241831
tic00238070382     1.302449     0.000078    3492.103372
tic00238079195    14.458574   999.000000    3365.405635
tic00238081665     2.718784     0.000054    3494.030799
tic00238089727     4.108243     0.000236    3493.273070
tic00238090219    14.458571   999.000000    3365.384747
tic00238090224    14.500258   999.000000    3365.322248
tic00238097130    14.668972     0.319203    3493.075259
tic00238097136     9.875000     0.309042    3493.075259
tic00238136622     2.766966     0.000353    3491.871458
tic00238150885     8.633984     0.267022    3495.825144
tic00238157821     6.446876     0.000031    3494.464507
tic00238923315     5.707328     0.000137    3440.172277
tic00250195155     6.454102     0.111869    3438.662049
tic00255619512    19.666600     0.063564    3492.241878
tic00255636123     2.529914     0.000541    3493.372570
tic00255682526     2.211119     0.000049    3492.707584
tic00255742473     1.202970     0.000030    3493.023275
tic00255780317     2.203905     0.000040    3492.150422
tic00259318982     5.632172     0.000127    3442.511898
tic00259318984     5.632172     0.000127    3442.511898
tic00259541437    10.749978   999.000000    3442.867074
